id,T1,T2.1: Joy,T2.2: Sadness,T2.3: Fear,T2.4: Disgust,T2.5: Anger,T2.6: Surprise,T2.7: Neutral,T3.1: Anger,T3.2: Anxiety,T3.3: Craving,T3.4: Emphatic pain,T3.5: Fear,T3.6: Horror,T3.7: Joy,T3.8: Relief,T3.9: Sadness,T3.10:surprise
f1b93bf8-e8eb-4ba4-8923-48c80d56cc11,positive,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
fc7b2c88-98ea-4cb1-baec-66570e2abe56,negative,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0
416dc44b-9e53-4a5d-a201-201a265ed8b3,negative,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00f53c67-2d90-4fb8-8da8-6cb415aa3fef,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3af416d0-eb62-41b2-85bd-4304d0f3cc50,negative,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76aad8a2-d2c2-4033-8998-5b2f237f7544,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35b71839-6ed6-41e1-b10d-550931376b67,positive,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
dabeee44-bee8-4919-987c-519d89f5577b,neutral,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0
22787c44-f01e-4aba-9112-16b83adc64cc,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
cd27b323-efd1-4c45-b23d-f6ba194de699,positive,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1c07825a-bc9b-490d-94d9-247730a5de40,positive,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
8bf456ff-a782-46c9-96e7-8d88717599bf,negative,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5accc2f6-f712-41ea-a3bf-fa0f9568924a,negative,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
61b103d3-5d4f-4415-854a-9b239f43b2a3,negative,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0
e56ff6d8-72b7-4f94-a3e3-43e79a1a4320,negative,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
873d4eca-a19a-4fb0-8231-1fda5b4a5555,positive,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
7e0bea55-e8dd-4197-8572-dc0385e5deb3,negative,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cd5d348d-f451-4837-8a7f-ec99d3a0b1c1,negative,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0059272c-57cf-4598-bb17-4922a3747d38,negative,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
19fb8baf-a633-444e-be76-195486a517d3,negative,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
b28dbff2-6603-48dc-81b9-fe1a24d5a32a,neutral,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bac1291d-e466-49e9-80c9-775e898e8929,negative,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
d1c975ce-c0e2-481a-9592-ecf8ab158438,negative,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1
ba935d9b-437c-4425-8ec1-54da752e90ea,positive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
e0ccfc51-3a21-485a-9884-f8bbb3f4d811,negative,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
75feca3f-6d11-466c-9aa0-099e744d5c5c,negative,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0
b542b743-444c-4a88-a6ff-bb9cbefcf6a6,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8b192d00-5e67-4efa-ba2a-5ce5fe4101b2,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
5fa56699-344e-4b9c-b072-86b328734eff,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
252d49ff-2948-47f0-aae6-1326723e046b,negative,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0
ed6e5577-2bec-4002-b2f8-f22d888cfdb1,negative,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
0e3c38ce-9bba-46f1-aca4-77801c92e6f2,negative,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5e918b11-9343-484f-ac38-65ca7e866871,negative,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
49ec104b-8fdb-4a06-a291-67b9864b953d,negative,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
dc7d79e3-c1a8-4ce5-9987-b06ee363d4d9,negative,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
00afad9b-78f7-48d6-a44b-b046019a4548,negative,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
29f9db30-aba2-496b-936d-74f9a681386c,negative,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
157f7725-dc27-4685-bc02-a1ca613be0a3,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
59e12230-1c58-439e-92d9-414a04c5e164,positive,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1ce8151e-d6b3-491e-b0ed-e62bbdc7d106,negative,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
eabe6399-2fdb-4a5c-a60c-7d23fe781468,positive,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
06b3c6c2-6331-4460-9373-1c4014bb3f7c,negative,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
8ef3b4ac-4033-4c28-ae25-d9dcce680f51,negative,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
08e309a1-8f51-4dc3-8f28-49b1ab5d62d3,negative,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
07c43f22-def2-4c8e-a520-f7ad9c86fbcf,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
adfbf057-34e2-4b75-8f43-fa508806138c,negative,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
c98d95f2-79c1-4125-824a-f94fa3d34019,positive,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
f3153b05-a3f5-4a4d-9aee-0b50406cec79,negative,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5093d263-bfcd-4a0a-881f-6e7c59551b18,negative,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
a98c7f8d-b935-4da2-a95b-515c645b4922,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
dc952f30-e819-4e4a-90a3-df40421cd4a2,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
f6b651a4-88f4-4624-a5ea-c1479d3460f5,positive,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1
74b2ad66-4a29-438c-9fed-020b6e2b74b0,negative,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0
073c9eae-ffac-42df-bfab-3eb97bbcbc0e,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
bf251a63-e115-426e-ade0-bb9681b61a3d,negative,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
e31fc640-cf55-4b70-9229-0b14d0d84b35,negative,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0
829759b7-9782-46b2-9341-84a68bc71856,negative,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
b706821d-d859-4945-a2eb-26e37eb2911d,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ee21907e-4a00-424a-948e-88898564ac5e,negative,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
fb5e4c57-eba7-4ee2-aeed-336229d146ac,positive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ebc007e1-759b-4c16-a8cf-b37cefeb0224,neutral,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1
bb85bda0-b26e-4fd7-b708-5358734092c4,negative,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2d343d68-25d8-4f42-989e-97f5cb8264fe,negative,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
aed5c3db-c9f8-4e89-ac1e-4c9f000e85ac,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
05fd14b7-52d3-44b5-8bd6-bd682bd4927d,negative,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
4b75c84d-3d38-4ca3-b15b-a406783080ba,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
d5f21923-5e48-4ee1-bdbd-0fa0e9eae970,negative,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2717f50f-a3ca-446a-9100-6e68ebb0bafd,positive,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
92cd0338-7074-4e49-a929-9736b2b4239a,positive,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
ed84d8b6-1e44-406e-8949-d986ebcabefa,negative,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
e3693819-3bdc-4231-ab64-eaf07a21db02,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3c02a7db-90e8-4fe3-bf47-1a32ec012d07,positive,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
a38ff470-949d-40f7-ab7f-4efd76401850,negative,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
ae40ee8b-46c2-46d0-ad39-5b027e5d5eef,negative,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
6c11cb48-6efd-461b-82b9-2ffee7db91ba,negative,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0
fb834356-f2de-41fb-a104-a4211e3d84fb,positive,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7606c029-6eb5-4516-b689-79a7594c8de4,negative,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0
0d8fcffc-1b45-4746-93f8-bbd68bb8ac9b,neutral,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
33a9df4a-3db6-41f1-bc13-1e948ee98ca6,negative,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0
b76fbb15-4982-4692-bd13-ef1c0841f867,neutral,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6465034c-c5a4-4b90-a750-95a35215695d,negative,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
9e5b7161-3131-4a43-91f6-33c9097c7c01,negative,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1
3521cb23-d13f-4416-9487-354700ffbb1b,negative,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
d2700118-7ab4-4a8a-8edb-1805eb83926b,negative,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1
f519b107-3ce3-469c-aa17-62262850c6fc,negative,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
96b85954-3274-495f-9497-b5b88fa523a8,positive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6b7c9949-2ec3-4463-bf6b-a0fa7be86db4,negative,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0
c2cbb7f5-bec7-452e-9aae-fca91598b14e,positive,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
eb68252d-9b68-4536-97b6-b6d8ecc73937,negative,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
68718f2f-4474-4d13-b567-9ff1744cb68d,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
96049863-fef7-40ff-ab7a-7ca262c9c867,positive,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
e6c47d0d-cb78-4f89-a47d-e278bef57c4e,negative,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
5b3e70d3-1a20-4c5e-8dc0-7ce691970849,negative,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12251844-eb29-4d2d-aeab-b525f7e886b9,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7d9c51a8-5785-4105-a137-bf21cdb74981,negative,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
05135971-d877-4ca2-b020-ad64eea38485,negative,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1
30534731-d4ff-4137-9242-6fab26dad142,positive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7867475c-ff4d-4e3d-965d-01b2713562f4,negative,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4949c302-ce75-41ea-a63a-ab3c9c64cfb3,negative,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
1b453e7c-d40b-4ea7-89a6-9aa944ce6e81,positive,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26c7dca0-ee39-475c-986a-85418d5729c1,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
f6bb38c6-f297-4869-b4da-88e8abee969b,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
b1d9b1ab-778d-440c-bf48-5392441cf6a1,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
d0af0063-3ca8-46d4-85c3-c2eb16e1408a,negative,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1
219632bb-4854-43fe-af82-689b61527b9c,neutral,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
adf8fb0e-eea5-4618-89d6-bb652d7beef3,negative,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
bd0be98e-c510-4ade-afe2-cb241bee01bc,negative,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
8eee808c-d004-45f0-b911-0af61f06f6b2,negative,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
fdef66d3-71c9-4747-b175-2bf513b30054,negative,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
e955409e-75d3-4f9a-ba95-427ac549c0cf,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
f2a51517-3138-4ab1-a2a9-1132b764febe,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
970dd79c-e7eb-4429-9a6a-9ea7e731f007,negative,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1
79ebb4dc-acae-4e4d-a05a-54cd2dce0c2c,negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
c21d8b4f-5a7c-45df-918e-9b9de97bc970,negative,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
54a0e8e8-e6b4-4532-acf0-7834d2b0a962,positive,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1
dd515cda-2619-4d5f-bf89-d29ceaa692a3,negative,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0
a2aaf2e3-1d49-49c7-8771-57afb71267df,positive,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
0d1d021e-e61a-415f-9ff7-3693fc805434,negative,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0
30f7abb2-4866-4013-9e2d-775964f51878,positive,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
5008980a-4a93-4c1f-9eb0-68371b5f7517,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
232d25d0-1bf7-41a2-8106-8da73c532459,negative,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
c87dec6e-8b59-459d-911e-00c21c8e7591,positive,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1
d780eeb8-8bfe-45f1-88c4-5bf1ecda184a,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3ce19add-b534-4960-855b-e402d4f464e3,negative,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
19a77380-a2ac-45cd-ae9b-86742b4f0ede,negative,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
b447d7b8-cf8f-4ff2-b5bc-d51b25cca4ba,negative,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0
6adf3fd5-6edf-4101-9cc5-b1479f4ec3b7,negative,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
cfe6f119-bd55-4da6-95b9-87536235e16f,positive,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0
e4ae9adb-3ec2-421d-98ac-04fa2a12d334,negative,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
17b1433a-e945-4813-a17c-5a474da2eca1,negative,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1
1a807535-b5f7-403c-8033-b8a46fa3bc98,negative,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
0cab0838-674a-42c4-a7f3-e1933ff541f7,negative,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0
f9c02200-3e64-41be-90ff-511dc4735b96,positive,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
75bfdd6c-c8aa-4fbd-af6b-133071e43a40,negative,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
47059b9e-fb25-4546-b89f-12a9c0ba20f0,negative,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2709714c-f97a-474b-900a-1730fa178d21,negative,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
22d968d3-5a13-4e9d-a23a-b94dd78f4a30,negative,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
c40223a6-5360-4501-92f0-1a9bcab2d579,neutral,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
704d33ba-18eb-401a-a66d-b180d271b2c5,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ceb46a3b-3533-4f56-9b40-71a99dd67e2b,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
f1f0379f-237c-474f-8b14-4cf97d771cee,neutral,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0
1d0e0d40-8c29-4fa2-a54c-92210800574d,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48e62723-e84e-491a-a835-9fc2925750e9,negative,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0
a7f600b9-22cf-4bf1-b970-76c706c76243,positive,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
88aed3dc-0c60-46c0-b64a-a1e67e0f0394,positive,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
0d2779bf-6899-4561-a82f-612f665bea49,positive,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
20de1ad5-072c-44b8-98ad-23b9adb32fec,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
fb748584-ca61-4907-9a53-aeed0814c7c4,negative,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
7d8757ee-916e-4313-9457-935aae228a2a,negative,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8fe1d786-1f71-42ba-9fb6-83f8520ffafc,negative,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
f7c35d91-0ecd-4c36-bf13-d4180ed2c43b,negative,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
34a56a0e-fc1a-43e7-b7c4-d3259ddbbb68,negative,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0
d34f03b3-95bb-433f-99f9-8c88062d2b59,negative,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0
b481514b-517c-4f9f-b61a-bcd2af346764,negative,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0
504edc98-f717-4797-b900-54269533df42,negative,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
504c5b08-f00a-4cd2-8ea6-6c202f47590e,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6a5ff4fb-b118-4bd0-a74c-adaa77905807,positive,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
a5c3d7af-56f5-4159-98d9-87d0d7318236,negative,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8575025a-ad8d-4e9e-beec-c80e58c5da00,positive,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
9123eec4-fdfa-497d-8a6b-9b1d8b64d624,negative,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
bdc04d10-0b18-4966-bf1d-be50a66e6606,negative,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6908b8f7-964e-445e-9b83-3eb17454d0d0,neutral,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
6184b443-4871-4ba9-bf5e-3930da4abbab,positive,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
65df12a8-fbec-443b-86e9-3711bfdf20f1,negative,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
cb1e3461-0ab3-4685-8d47-d481186026b2,negative,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7c621fb9-818c-45c3-b04a-574eb19f8452,negative,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
05ab6ef1-0765-480f-83b0-93a535fb1a3d,positive,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
c964260c-2f61-474b-b4e7-6107816ba936,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
bf5e77d9-a507-4943-93bb-e4352712b534,negative,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
01b220b6-860a-4dd9-999d-b2e93ae6724f,negative,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0
b612db60-59ff-47b7-a691-908afec41a38,negative,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
702f2cb0-2957-4ef6-a7d6-2efb746785ce,positive,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
c39fb78d-e5ab-46eb-9570-30701e3f19c5,negative,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
98f61041-e4f2-49df-bfbb-692b8f791cdf,positive,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
6107c8ca-c78e-4536-a876-3ddf066b27c3,positive,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
aac06d46-b788-4f82-83d6-b7c927c9e6a9,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
77afbb44-3f33-4d39-ad00-61921ce907eb,positive,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
6b19a523-c26d-470a-a921-4be5c9df0307,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fef9a816-d033-4b4f-962d-dfc4a2273109,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
e532a05c-aac4-45f7-8d8c-618d2dfdf6de,neutral,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
aaaa86e3-9b1d-4f6e-bc06-1b887eb8305d,positive,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
41aaa2b7-6cc1-4b6c-8c58-eeb7dbae1062,negative,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
75c0cd72-06d0-44c2-988f-c2c45c337fa3,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
eda0b681-4e9f-4962-991f-d6fd115b97bc,negative,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
a86d31c3-9fc2-4d6d-b8bf-f0d2fde206b6,negative,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
3b9fbf96-2787-4cfb-85c2-f1bbcb6f6d44,positive,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4a2d62cc-6eb6-417c-b2d5-675e5c3551cf,negative,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
099b1bd3-63cd-424d-b4c2-c3276f5ca2fa,positive,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
c244a01f-8e85-4d84-81d8-0e68b7c489a7,negative,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3bee29e8-1cd5-4c20-aeb1-cd86d598c815,negative,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
ff5ca5f4-a9af-4b68-b0ce-264bc7e7b814,positive,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
e72ebf6e-4b32-4b61-a167-264315717d98,neutral,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
683c9fe2-f531-4204-89bb-7e4b09f516da,negative,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
d247d76e-c918-4e44-82e3-672377f3f954,positive,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
d377ee96-5586-47eb-9c53-c9a649a7498b,positive,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
d7131b85-de60-4d85-a183-f6f7c937b4b8,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
a695fb37-528f-47c9-bf6f-4e8e26777ad3,negative,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
31643ddb-0842-49a6-946c-adf2868d44e5,negative,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
648868e6-1d2a-4207-b4be-6f089670d217,positive,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
67eb530b-9bed-48d6-b5f5-90f2e4ee3240,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9d016b1f-1c61-4800-982b-bd248b937881,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
e18e20e6-3fd1-4dc7-bb95-c45e7b0e693f,negative,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0
1ed6fc40-de4c-4a34-9f6b-d8ee5c27271d,positive,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
ea3c91c6-68c7-47ac-99f9-77f19760344d,negative,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
87a774ee-e737-411b-b8d0-e547a39f95f0,negative,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
057d51c7-d923-441c-b457-9fdf6bf7fd66,negative,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0
f7dbe4a3-e15d-404d-94c1-587d3d01f464,negative,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
dea6fbff-1baa-4f72-9c14-c98129391920,negative,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0
4759af1e-a962-4fcf-b396-1f7e8c1256a4,positive,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
3d9ef98c-53f6-4535-89d4-b8bcbc245b45,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
996802ee-4364-408a-a5d9-d0785dd15632,negative,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
efcbde85-df89-444f-ba86-569ea46ab001,positive,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
e56db074-2345-491e-9ddd-41d7c108d070,negative,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
19e7bef1-e315-4f60-961c-76afaf771e38,negative,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
404cecd2-f92c-49a8-9da7-7566e71ace7c,negative,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
